date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:00:00	12119/12119	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:00%20GMT	https://askbootstrap.com/preview/swiggi/checkout.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/checkout.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:01	15681/15681	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:04%20GMT	https://askbootstrap.com/preview/swiggi/favorites.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/favorites.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:01	14026/14026	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:03%20GMT	https://askbootstrap.com/preview/swiggi/profile.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/profile.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:01	2323/2323	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:02%20GMT	https://askbootstrap.com/preview/swiggi/index.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/index.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:02	6244/6244	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:04%20GMT	https://askbootstrap.com/preview/swiggi/landing.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/landing.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:02	6358/6358	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:03%20GMT	https://askbootstrap.com/preview/swiggi/login.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/login.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:02	6488/6488	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:05%20GMT	https://askbootstrap.com/preview/swiggi/signup.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/signup.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:03	5584/5584	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:54:59%20GMT	https://askbootstrap.com/preview/swiggi/forgot_password.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/forgot_password.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:03	5809/5809	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:01%20GMT	https://askbootstrap.com/preview/swiggi/verification.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/verification.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:03	5543/5543	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:00%20GMT	https://askbootstrap.com/preview/swiggi/location.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/location.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:03	7257/7257	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:54:59%20GMT	https://askbootstrap.com/preview/swiggi/select_country.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/select_country.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:04	8095/8095	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:05%20GMT	https://askbootstrap.com/preview/swiggi/recipe.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/recipe.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:04	8386/8386	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:00%20GMT	https://askbootstrap.com/preview/swiggi/map.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/map.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:04	12840/12840	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:00%20GMT	https://askbootstrap.com/preview/swiggi/payment.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/payment.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:05	7932/7932	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:01%20GMT	https://askbootstrap.com/preview/swiggi/filters.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/filters.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:05	10037/10037	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:06%20GMT	https://askbootstrap.com/preview/swiggi/terms.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/terms.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:05	12587/12587	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:02%20GMT	https://askbootstrap.com/preview/swiggi/faq.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/faq.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:06	10146/10146	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:05%20GMT	https://askbootstrap.com/preview/swiggi/privacy.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/privacy.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:06	6894/6894	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:54:59%20GMT	https://askbootstrap.com/preview/swiggi/contact-us.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/contact-us.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:06	14198/14198	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:04%20GMT	https://askbootstrap.com/preview/swiggi/not-found.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/not-found.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:07	14011/14011	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:02%20GMT	https://askbootstrap.com/preview/swiggi/maintence.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/maintence.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:07	16527/16527	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2011:55:02%20GMT	https://askbootstrap.com/preview/swiggi/coming-soon.html	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/coming-soon.html	(from https://askbootstrap.com/preview/swiggi/home.html)
12:00:08	88145/88145	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2215851-662e5bde-23544fb331f9c07;br%22	https://askbootstrap.com/preview/swiggi/vendor/jquery/jquery.min.js	C:/My%20Web%20Sites/Web%20Ordering/askbootstrap.com/preview/swiggi/vendor/jquery/jquery.min.js	(from https://askbootstrap.com/preview/swiggi/home.html)
